Date(UTC),UnixTimeStamp,BlockSize,AvgGasPrices,GasUsed,GasLimit,BlockTime,NetworkUtilization,TransactionFees,BlockDifficulty,NetworkHash,EtherSupply,MarketCap,AddressCount,Price,EthereumGTrends,TweetCount
2/28/2017,1488240000,1935,23580755304,2140853331,4032516,14.08,0.087,5.10E+19,154.531,11579.116,89322198.63,1435.407732,1097572,16.07,8,4700
3/1/2017,1488326400,2235,27402631555,2146017149,4019383,14.45,0.0919,5.49E+19,152.61,11193.1403,89353343.47,1568.151178,1104598,17.55,2.16,3865
3/2/2017,1488412800,2209,23609865289,2278844062,4020666,14.2,0.0943,5.49E+19,152.75,11369.6535,89384974.41,1705.465312,1111090,19.08,2.88,3593
3/3/2017,1488499200,2084,23008036079,2015645991,4017598,14.31,0.0853,4.64E+19,160.218,11791.9899,89416273.31,1741.829004,1117915,19.48,2.88,2841
3/4/2017,1488585600,1860,22752613012,1881415432,4012281,14.37,0.0783,4.25E+19,158.696,11641.3951,89447445.97,1664.616969,1122227,18.61,1.92,4207
3/5/2017,1488672000,1821,22459193729,1890414773,4008611,14.18,0.0777,4.34E+19,163.957,12169.6377,89479007.84,1719.786531,1126316,19.22,1,2265
3/6/2017,1488758400,1808,22683379793,1824348403,4010710,14.41,0.0761,4.14E+19,166.365,12202.0077,89510160.97,1767.825679,1130974,19.75,0.95,3238
3/7/2017,1488844800,1963,22439900327,1962866259,4006006,14.43,0.082,4.38E+19,165.933,12126.1529,89541229.72,1693.224654,1134803,18.91,0.8,2307
3/8/2017,1488931200,1800,22717981194,1749096281,4007589,14.29,0.0725,4.03E+19,170.548,12566.0974,89572555.66,1481.530071,1139079,16.54,1.05,2416
3/9/2017,1489017600,2403,22460423289,2168001854,4013111,14.54,0.0922,4.98E+19,173.894,12593.1903,89603365.19,1586.875597,1145689,17.71,0.85,2981
3/10/2017,1489104000,2190,25715550291,2244444377,4009374,14.43,0.0951,5.56E+19,172.946,12622.6645,89634392.22,1714.705923,1151824,19.13,1,4173
3/11/2017,1489190400,2014,22822227019,2121047668,4010983,14.35,0.0881,4.80E+19,175.151,12870.7578,89665627.69,1923.327714,1157765,21.45,1,3670
3/12/2017,1489276800,2043,22944292835,2112935282,4008825,14.53,0.0891,4.85E+19,177.745,12911.1921,89696477.22,2090.824884,1165133,23.31,4.96,4090
3/13/2017,1489363200,2452,23503094188,3230713433,4013572,14.25,0.1333,7.64E+19,180.235,13434.1504,89728090.97,2552.764188,1177027,28.45,9.12,5321
3/14/2017,1489449600,2433,22958465248,3113154274,4010738,14.43,0.1302,7.48E+19,179.845,13255.2329,89759305.81,2565.32096,1186677,28.58,6.24,4659
3/15/2017,1489536000,2456,22877843867,2732822658,4014215,14.37,0.1138,6.43E+19,184.132,13628.7396,89790683.47,3158.836244,1197188,35.18,7.04,4888
3/16/2017,1489622400,3071,23318234775,3665163840,4024249,14.37,0.152,8.54E+19,185.854,13794.9629,89822111.44,4087.804292,1214848,45.51,14.4,5545
3/17/2017,1489708800,2880,27329559604,3367447756,4039328,14.22,0.1379,8.90E+19,192.81,14518.7852,89853953.31,3996.703843,1230590,44.48,16,4902
3/18/2017,1489795200,2513,22588280322,2680677691,4043895,14.36,0.1107,6.05E+19,197.601,14696.5419,89885435.66,3056.104812,1242545,34,9.92,5211
3/19/2017,1489881600,2396,22676654708,2539978136,4063474,14.48,0.1051,5.70E+19,190.867,13915.1809,89916430.19,3877.19647,1251192,43.12,4.62,3449
3/20/2017,1489968000,2316,22485861954,2538286690,4094927,14.15,0.1023,5.69E+19,199.408,14863.3155,89948100.5,3823.693752,1260406,42.51,4.51,5631
3/21/2017,1490054400,2507,22401666063,2722576858,4083835,14.46,0.1119,6.42E+19,199.631,14561.0448,89979116.91,3839.408918,1270512,42.67,4.51,5091
3/22/2017,1490140800,2368,22752454613,2630501522,4160216,14.31,0.1052,6.02E+19,201.632,14914.7357,90010489.25,3748.936877,1278778,41.65,4.51,2852
3/23/2017,1490227200,2513,22541771175,2732317738,4204180,14.55,0.11,6.10E+19,210.879,15425.4361,90041470.19,3889.791512,1286770,43.2,3.52,3089
3/24/2017,1490313600,2557,27441833681,2802719814,4227395,14.54,0.1121,7.33E+19,211,15334.1063,90072311.13,4790.946229,1298200,53.19,4.4,3773
3/25/2017,1490400000,2428,23012529660,2527232365,4148208,14.44,0.1023,5.81E+19,211.205,15439.4585,90103373.94,4561.032789,1307733,50.62,4.07,3030
3/26/2017,1490486400,2375,22249849693,2604354268,4055066,14.37,0.1074,5.81E+19,221.175,16219.4936,90134549.41,4563.512236,1315072,50.63,3.15,2745
3/27/2017,1490572800,2896,22247794560,3525902049,4067603,14.45,0.1456,7.77E+19,231.657,16894.3097,90165551.59,4423.521961,1326892,49.06,3.24,3655
3/28/2017,1490659200,2543,22247087954,2829505044,4076318,14.61,0.1177,6.39E+19,229.549,16458.957,90196107.06,4532.35438,1335886,50.25,2.79,6384
3/29/2017,1490745600,2744,22264312196,3116605361,4209754,14.36,0.1237,6.93E+19,232.98,17141.823,90227375.34,4788.366809,1344798,53.07,3.24,5187
3/30/2017,1490832000,2853,22337722011,3137212539,4194903,14.57,0.1265,7.11E+19,236.982,17183.9723,90258195.19,4685.302912,1359106,51.91,3.06,5085
3/31/2017,1490918400,2949,22421222086,3436349297,4186445,14.39,0.1374,7.74E+19,240.139,17643.5302,90289403.47,4506.344127,1373457,49.91,3.15,3084
4/1/2017,1491004800,2403,22145659410,2573095663,4222081,14.51,0.1028,5.72E+19,239.048,17342.0731,90320254.41,4570.204873,1381163,50.6,3.69,3314
4/2/2017,1491091200,2669,22176202916,2994651161,4251363,14.7,0.1209,6.63E+19,242.037,17320.8014,90350695.19,4386.526251,1391454,48.55,2.73,3232
4/3/2017,1491177600,2788,22176569227,3376865972,4275871,14.4,0.1321,7.48E+19,225.778,16564.8723,90381881.44,3988.552428,1404395,44.13,4.13,3608
4/4/2017,1491264000,2518,22335006404,2864503196,4177144,14.49,0.1157,6.50E+19,240.588,17593.0096,90412936.75,4017.04678,1414615,44.43,3.5,4682
4/5/2017,1491350400,2558,22438228964,2984719130,4172167,14.41,0.1195,6.83E+19,246.279,18094.6996,90444172.06,4060.943326,1424910,44.9,3.29,4248
4/6/2017,1491436800,2799,22774967565,3183645283,4147633,14.65,0.1306,7.34E+19,248.619,17967.3505,90474896.44,3911.229773,1438686,43.23,2.38,4721
4/7/2017,1491523200,2776,22133175527,3272867342,4199878,14.47,0.1308,7.24E+19,249.575,18253.0325,90505970.97,3829.307632,1446866,42.31,2.73,4161
4/8/2017,1491609600,2249,22134943280,2355623725,4167174,14.52,0.0951,5.23E+19,252.485,18340.2159,90536886.59,4017.121658,1453582,44.37,1.96,4486
4/9/2017,1491696000,2358,21963656913,2602180314,4081472,14.9,0.11,5.68E+19,253.175,18009.4232,90567128.63,3959.594863,1459569,43.72,1.38,4161
4/10/2017,1491782400,2460,22330645586,2760816737,4122521,14.97,0.1163,6.30E+19,255.973,18072.1973,90597165.81,3962.720033,1466596,43.74,1.68,4599
4/11/2017,1491868800,2377,22007626117,2679717515,4058937,14.76,0.1128,5.89E+19,261.037,18671.3934,90627616.28,3964.051936,1472733,43.74,2.34,4450
4/12/2017,1491955200,2697,23067711028,3182442702,4054299,14.98,0.136,8.07E+19,260.942,18555.8787,90657833.31,4204.710309,1482952,46.38,2.1,5287
4/13/2017,1492041600,2589,22310955741,2759203997,4042837,14.88,0.1178,6.17E+19,254.806,18205.074,90688173.16,4531.688013,1491389,49.97,2.46,5045
4/14/2017,1492128000,2451,22257379067,2852421954,4060714,14.62,0.1189,6.29E+19,271.575,19833.812,90719162.84,4292.830786,1498483,47.32,2.16,4085
4/15/2017,1492214400,2348,22240477959,2598033805,4085220,15.08,0.1111,5.78E+19,272.397,19260.1407,90749160.97,4436.72648,1505072,48.89,1.92,3791
4/16/2017,1492300800,2220,22100218538,2501650359,4064064,14.85,0.1059,5.51E+19,272.581,19591.7831,90779668.16,4377.395598,1509655,48.22,1.86,3516
4/17/2017,1492387200,2309,22255010723,2751457420,4052528,14.73,0.1158,6.05E+19,275.532,19889.9768,90810315.66,4353.446533,1516032,47.94,1.74,5209
4/18/2017,1492473600,2603,22747420158,3260252456,4176945,14.67,0.1331,7.37E+19,282.74,20302.3049,90840832.38,4531.140719,1524359,49.88,2.88,4328
4/19/2017,1492560000,2664,22626922333,3465363718,4090202,15.06,0.1485,7.84E+19,288.751,20078.8856,90870444.56,4350.876886,1533074,47.88,1.86,3578
4/20/2017,1492646400,2581,22480105997,3408878184,4094391,14.67,0.1419,7.18E+19,283.972,20288.8866,90900866.75,4486.866783,1543098,49.36,1.98,4579
4/21/2017,1492732800,2691,22819358782,3790138031,4203564,14.67,0.1532,9.22E+19,290.823,20805.2888,90931344.09,4389.255979,1554295,48.27,2.22,5261
4/22/2017,1492819200,2429,22631052480,3110233611,4242704,14.87,0.1268,7.49E+19,297.111,20900.958,90961334.41,4403.438199,1562066,48.41,1.56,3425
4/23/2017,1492905600,2393,21898039096,3017245471,4236509,14.67,0.1215,6.51E+19,298.451,21389.0055,90991825.66,4435.851501,1568696,48.75,2.2,4878
4/24/2017,1492992000,2553,22992421400,3142866515,4262866,15.06,0.1288,7.30E+19,295.212,20664.8066,91021611.13,4545.61926,1578342,49.94,4,5366
4/25/2017,1493078400,2803,21734015245,3587460558,4281190,14.57,0.1421,7.86E+19,298.308,21582.4498,91052368.94,4560.81316,1586304,50.09,4,5161
4/26/2017,1493164800,2724,22048839796,3389558270,4286926,15.27,0.1402,7.48E+19,308.931,21292.624,91081701.13,4852.833036,1602843,53.28,4.8,5897
4/27/2017,1493251200,3095,22377947330,3855782843,4281196,15.25,0.1596,8.73E+19,313.696,21617.4059,91111031.13,5752.750505,1618627,63.14,8.7,7181
4/28/2017,1493337600,3178,22130700584,3606508681,4291332,15.12,0.1475,7.92E+19,328.633,22951.0371,91140713.16,6600.410447,1630945,72.42,9.7,6870
4/29/2017,1493424000,2793,22799209590,3072854430,4286304,15.29,0.1274,7.02E+19,342.092,23467.3816,91169930.81,6366.396269,1641718,69.83,8.5,4984
4/30/2017,1493510400,3064,22541845100,3369941640,4285640,15.25,0.1392,7.90E+19,332.584,22938.2706,91199299.41,7280.440072,1653821,79.83,20,5280
5/1/2017,1493596800,3544,22989649815,4407350348,4289999,15.32,0.1826,1.06E+20,336.173,23205.2792,91228656.91,7072.95777,1669821,77.53,5.8,6340
5/2/2017,1493683200,3461,22975461233,4635194345,4288820,15.29,0.1924,1.13E+20,335.2,23246.7388,91258093.31,7049.687708,1684958,77.25,4.6,6970
5/3/2017,1493769600,3028,22182605256,3466927160,4288653,15.21,0.1431,7.73E+19,339.479,23614.2464,91287645.97,7336.788107,1696532,80.37,4.2,6506
5/4/2017,1493856000,3351,22523480694,4146025194,4285326,15.25,0.1713,9.24E+19,336.421,23265.2011,91317072.53,8634.029208,1714907,94.55,5.6,6535
5/5/2017,1493942400,3171,22905913235,3703774549,4287636,15.15,0.1522,8.44E+19,349.788,24468.9937,91346771.44,8293.373379,1730408,90.79,5.4,6735
5/6/2017,1494028800,2934,22254507120,3895528821,4289623,15.14,0.1601,8.44E+19,349.26,24415.8585,91376474.88,8664.317348,1745794,94.82,3.8,4174
5/7/2017,1494115200,3322,22863576069,4383783590,4299139,15.07,0.1783,1.06E+20,353.593,24862.0244,91406355.03,8268.618876,1764766,90.46,2.55,5567
5/8/2017,1494201600,3409,22304778708,4371120763,4297193,15.24,0.1804,9.56E+19,353.828,24481.3196,91435780.97,8082.00868,1783436,88.39,3.3,5368
5/9/2017,1494288000,3376,22419891708,4941861347,4298025,15.13,0.2027,1.07E+20,365.57,25606.8006,91465535.97,7890.731788,1803804,86.27,3.45,5336
5/10/2017,1494374400,3227,22141501610,4977215293,4300551,15.19,0.2048,1.05E+20,363.679,25352.2733,91495150.81,8036.019096,1824150,87.83,2.85,5235
5/11/2017,1494460800,3352,22276386524,5037332202,4298185,15.03,0.2056,1.09E+20,369.262,25792.7606,91524885.34,8072.494887,1843910,88.2,2.55,4587
5/12/2017,1494547200,3154,22224260597,5266065050,4300839,15.1,0.2152,1.09E+20,379.251,26696.7857,91554775.03,7795.889094,1859936,85.15,1.95,5607
5/13/2017,1494633600,3065,22176736929,5077306379,4303966,15.39,0.211,1.07E+20,378.491,26056.3076,91584028.31,8055.73113,1873850,87.96,2.25,5044
5/14/2017,1494720000,3140,22054420864,5160924870,4301829,15.92,0.2221,1.06E+20,404.779,26882.1696,91612245.81,8127.838448,1887630,88.72,1.92,3910
5/15/2017,1494806400,3831,22225479222,6301530936,4300418,15.9,0.2713,1.32E+20,414.048,27814.0407,91640708.16,8276.988761,1905488,90.32,2.4,3769
5/16/2017,1494892800,3644,22338079736,6372683499,4306289,15.67,0.2712,1.37E+20,417.08,28230.111,91669426.13,8048.575614,1925960,87.8,2.08,4129
5/17/2017,1494979200,4305,26658490658,7720771554,4311905,16.1,0.336,2.20E+20,408.104,26762.9284,91697325.03,7975.833331,1948759,86.98,2.08,4000
5/18/2017,1495065600,4245,22641931556,7193965880,4305758,15.74,0.3059,1.58E+20,414.448,27740.2141,91725805.81,8794.670261,1971006,95.88,2.24,4757
5/19/2017,1495152000,4801,22510140833,8397664033,4312190,15.83,0.3589,1.74E+20,431.65,28816.636,91754187.06,11412.38579,1999707,124.38,6.24,4492
5/20/2017,1495238400,4179,22578527232,7231434396,4304681,15.59,0.306,1.56E+20,439.714,29609.4667,91782839.09,11294.79618,2023543,123.06,5.28,5206
5/21/2017,1495324800,4586,22366670221,7608565060,4308439,15.77,0.3248,1.61E+20,451.327,30501.1451,91811493.16,13588.10099,2048157,148,21.83,6573
5/22/2017,1495411200,5328,22950916506,8262616027,4308849,15.71,0.3506,1.83E+20,463.103,31382.7051,91840262.38,14730.25968,2081167,160.39,51.92,8620
5/23/2017,1495497600,6627,22876914693,10792046776,4312520,15.83,0.4617,2.54E+20,448.717,30236.4543,91868838.47,15571.76812,2125866,169.5,37.76,7248
5/24/2017,1495584000,6666,23511877462,11331763125,4317916,15.77,0.4831,2.72E+20,458.978,30975.705,91897482.84,17738.97111,2168376,193.03,50.15,6984
5/25/2017,1495670400,5952,22627478169,9970769428,4311181,15.71,0.4232,2.19E+20,457.711,31139.2104,91926318,16301.29397,2207418,177.33,59,10863
5/26/2017,1495756800,5559,22767260891,9457379360,4311949,15.57,0.3991,2.06E+20,456.542,31197.0515,91955285.5,14973.07914,2241682,162.83,39.53,8902
5/27/2017,1495843200,5127,22312210827,8220637008,4309863,15.76,0.3506,1.82E+20,473.268,32153.7231,91984057.22,14407.46288,2268468,156.63,31.27,8319
5/28/2017,1495929600,5379,21916364414,8823289197,4311272,15.7,0.3752,1.93E+20,469.177,31940.9693,92012880.5,15905.34652,2294589,172.86,17.2,7542
5/29/2017,1496016000,4922,22429141176,8502914345,4310470,15.32,0.3536,1.93E+20,487.713,34015.7294,92042417.84,17871.87627,2323137,194.17,16.77,7110
5/30/2017,1496102400,7069,24758885831,12123850008,4369809,15.3,0.4952,3.20E+20,513.217,36263.7391,92072237.22,21045.87198,2366959,228.58,27.09,7591
5/31/2017,1496188800,6843,38210063774,12807114092,4307816,15.87,0.5494,6.34E+20,519.724,35309.9381,92100985.66,21057.96936,2412281,228.64,33.11,8564
6/1/2017,1496275200,6541,23808562950,10585577059,4310276,16.22,0.4654,2.53E+20,561.001,37244.2449,92129055.03,20332.88245,2451291,220.7,18.06,14322
6/2/2017,1496361600,7542,22913829909,12488700413,4479219,16.82,0.5484,2.92E+20,574.506,36298.9273,92155875.66,20462.29063,2492717,222.04,13.76,11204
6/3/2017,1496448000,6636,22677818318,10201890636,4684698,16.51,0.4182,2.28E+20,575.748,37390.2818,92183405.81,20676.73792,2527880,224.3,11.61,6962
6/4/2017,1496534400,6458,23508783552,10633567472,4697427,16.61,0.4386,2.56E+20,597.678,38378.7011,92210634.56,22587.91704,2563971,244.96,18.02,14085
6/5/2017,1496620800,6439,22886137204,9761889950,4695961,16.31,0.396,2.20E+20,599.656,39283.0384,92238426.91,22852.07027,2601805,247.75,18.55,9714
6/6/2017,1496707200,7374,23539130279,10984663716,4698863,16.44,0.4489,2.65E+20,615.097,39838.9042,92265908.16,24382.18889,2644769,264.26,26.5,9192
6/7/2017,1496793600,7388,23555770569,11557499687,4699189,16.39,0.4695,2.78E+20,632.534,41466.1245,92293678.94,23605.95426,2689057,255.77,22.79,9017
6/8/2017,1496880000,6932,23571788218,10261845222,4698879,16.43,0.4193,2.40E+20,640.655,41827.9352,92321310.19,23949.07108,2726519,259.41,19.61,9147
6/9/2017,1496966400,7482,22518978783,11058393071,4699464,16.42,0.4513,2.51E+20,639.988,41762.2012,92348960.19,25775.51828,2767132,279.11,21.2,10141
6/10/2017,1497052800,6592,22422146714,9841868154,4695663,16.02,0.3931,2.15E+20,662.233,43934.269,92377118.94,31034.09311,2810475,335.95,33.39,10560
6/11/2017,1497139200,8658,23843612254,12661099741,4699049,16.37,0.5136,3.14E+20,682.857,45025.9063,92405045.66,31388.14591,2865993,339.68,54.6,10853
6/12/2017,1497225600,9451,30391141090,15111081528,4690819,16.31,0.6153,5.13E+20,676.331,44971.345,92433146.28,36479.66551,2925305,394.66,84,14709
6/13/2017,1497312000,8807,24903912970,12308459502,4694798,16.21,0.4973,2.95E+20,694.617,46524.8904,92461422.38,35883.35341,2984707,388.09,63,20977
6/14/2017,1497398400,7942,22812812579,11460738761,4705729,16.15,0.4601,2.55E+20,713.189,47653.2451,92489691.13,31801.6554,3038110,343.84,64.68,13279
6/15/2017,1497484800,8192,23411815379,11866655521,4707132,16.11,0.4752,2.80E+20,728.25,48524.7456,92517889.88,31889.06628,3090555,344.68,67.2,13598
6/16/2017,1497571200,8034,22083654403,11936721304,4705482,16.03,0.4754,2.58E+20,737.125,49363.4715,92546260.81,32725.28329,3138669,353.61,42,14424
6/17/2017,1497657600,7958,20940055933,11471789945,4706759,16.17,0.4617,2.39E+20,761.53,50988.985,92574559.88,34076.69549,3185110,368.1,36.96,13221
6/18/2017,1497744000,7931,19777146521,12442644327,4707117,15.97,0.4944,2.52E+20,769.923,51996.5122,92603147.38,32552.7844,3237942,351.53,24.32,12296
6/19/2017,1497830400,8956,21054562068,13844965069,4707483,16,0.5514,2.83E+20,775.466,52568.3389,92631780.34,33180.70372,3298513,358.2,24.96,12833
6/20/2017,1497916800,9258,35606261848,16318742376,4708118,17.32,0.6978,7.20E+20,847.174,53605.3273,92658489.72,32479.5804,3360729,350.53,32,14042
6/21/2017,1498003200,6195,58264077197,16194449431,4710146,17.52,0.702,9.13E+20,874.309,54107.974,92684640.5,30150.31355,3393171,325.3,49.92,13789
6/22/2017,1498089600,8691,41150573699,16900771803,4711355,17.31,0.7256,6.85E+20,872.419,54738.2538,92711173.78,29757.50545,3449269,320.97,41.6,12631
6/23/2017,1498176000,9123,40960227374,12816221982,4711232,17.53,0.5563,4.70E+20,881.532,54340.7602,92737276.28,30311.17875,3505293,326.85,33.92,14903
6/24/2017,1498262400,8935,47309213754,13618865563,4711131,17.25,0.5853,6.40E+20,888.68,55696.7824,92763771.28,28250.27891,3556111,304.54,26.88,null
6/25/2017,1498348800,8979,34521352334,12409519930,4710925,17.32,0.5348,4.12E+20,904.654,56394.2575,92790154.41,25921.85753,3600204,279.36,31.86,null
6/26/2017,1498435200,9544,49580734026,13547864341,4711354,17.2,0.5792,8.75E+20,923.853,58414.4698,92816853.47,23545.77939,3653227,253.68,43.07,null
6/27/2017,1498521600,7911,31580245373,11678415830,4711731,17.06,0.4956,3.32E+20,930.359,58319.7387,92843435.81,26566.22072,3695217,286.14,34.22,null
6/28/2017,1498608000,10005,43482890266,15232354556,4714751,17.24,0.6513,7.73E+20,950.061,59928.6376,92870078.47,29333.94299,3745532,315.86,29.5,null
6/29/2017,1498694400,9460,35022170593,14345970753,5348530,16.96,0.5412,4.66E+20,962.749,61553.5382,92897087.38,27209.55689,3794241,292.9,23.01,null
6/30/2017,1498780800,8800,27223635401,13795600568,6700851,16.98,0.4088,3.52E+20,972.009,61650.5709,92923943.63,26081.8925,3841807,280.68,21.24,null
7/1/2017,1498867200,8106,26689728580,12521038121,6705064,17.05,0.3728,3.16E+20,992.636,62556.7775,92950626.75,24260.11358,3877813,261,30.68,null
7/2/2017,1498953600,8503,25581333280,13002683664,6705848,16.97,0.3852,3.17E+20,1002.208,63113.6089,92977339.09,26404.63453,3911620,283.99,15.84,null
7/3/2017,1499040000,10143,28117349173,16175176848,6706724,16.85,0.4774,4.26E+20,1012.942,64997.08,93004470.34,25707.36565,3966364,276.41,15.84,null
7/4/2017,1499126400,10132,24664144555,15136378093,6705980,16.81,0.4445,3.77E+20,1027.254,66569.3952,93031836.13,25030.21551,4017151,269.05,15.84,null
7/5/2017,1499212800,10094,26133024523,14865252727,6704885,17.16,0.4447,4.09E+20,1022.956,64822.7346,93058596.44,24753.58665,4060181,266,16.17,null
7/6/2017,1499299200,8830,24841070314,13174610768,6704387,16.96,0.3894,3.05E+20,1037.217,65978.5137,93085523,24749.57886,4095465,265.88,17.16,null
7/7/2017,1499385600,9709,27021742038,13873012367,6705034,16.78,0.407,3.56E+20,1038.186,67085.5686,93112810.97,22434.60067,4137839,240.94,17.49,null
7/8/2017,1499472000,8884,26089973919,12858510908,6708736,16.78,0.3767,3.60E+20,1055.963,67464.2959,93139877.38,22881.67367,4176014,245.67,15.18,null
7/9/2017,1499558400,6980,26860797614,10477343982,6718282,16.81,0.3061,2.56E+20,1071.108,68072.3545,93166818.16,22147.61601,4205957,237.72,19.8,null
7/10/2017,1499644800,10586,22840512365,13402974481,6716413,18.59,0.4344,2.62E+20,1198.735,69107.6248,93191251.75,19175.03196,4243166,205.76,36.45,null
7/11/2017,1499731200,10484,24575033101,14105413216,6719173,18.95,0.4645,2.87E+20,1214.203,68636.1856,93215219.88,17762.16015,4285422,190.55,45,null
7/12/2017,1499817600,10735,24301621064,14232178771,6718363,18.95,0.4698,3.30E+20,1185.959,66929.7884,93239157.84,20899.55723,4326593,224.15,32.4,16775
7/13/2017,1499904000,10676,23629822115,14997729804,6717910,18.88,0.4948,3.27E+20,1207.945,67583.3821,93262929.41,19157.13833,4374912,205.41,26.55,15409
7/14/2017,1499990400,10040,23119742999,12734885135,6716113,19.02,0.4212,2.76E+20,1182.556,66162.8973,93286700.66,18390.54017,4407026,197.14,24.75,15372
7/15/2017,1500076800,8747,26644007281,10654024056,6716173,18.58,0.3446,2.88E+20,1207.945,68590.0251,93310853,15778.86524,4434608,169.1,22.05,14878
7/16/2017,1500163200,9225,24225254470,11266129267,6716029,18.71,0.3667,2.77E+20,1243.782,70207.4606,93334862.69,14506.10436,4466541,155.42,34.32,11940
7/17/2017,1500249600,9814,25008451290,11980769662,6718321,19.17,0.3999,2.82E+20,1204.494,66693.2842,93358380.97,17735.29163,4505011,189.97,26.84,17557
7/18/2017,1500336000,11286,26922445269,14125844187,6717085,18.82,0.4621,4.24E+20,1213.897,68408.1739,93382331.28,21206.19361,4555246,227.09,34.32,17924
