Date(UTC),UnixTimeStamp,BlockSize,AvgGasPrices,GasUsed,GasLimit,BlockTime,NetworkUtilization,TransactionFees,BlockDifficulty,NetworkHash,EtherSupply,MarketCap,AddressCount,Price,EthereumGTrends,TweetCount
9/9/2016,1473379200,1853,21954984795,1913940716,4709764,14.23,0.0669,4.19E+19,68.268,5165.9252,83818491.44,982.3527196,587306,11.72,0.92,1618
9/10/2016,1473465600,1508,22516085593,1217614180,4709779,14.4,0.0431,2.74E+19,69.729,5212.7523,83850322.06,1010.396381,589217,12.05,0.96,1882
9/11/2016,1473552000,1460,23221716092,1223254865,4709347,14.18,0.0426,2.85E+19,71.178,5414.1144,83882675.03,976.3943374,590967,11.64,0.48,1272
9/12/2016,1473638400,1585,23192092540,1545907006,4709199,14.25,0.0541,3.50E+19,71.225,5397.9619,83914912.06,997.7483044,593409,11.89,0.88,1291
9/13/2016,1473724800,1497,22172975216,1371598775,4709188,14.39,0.0485,3.04E+19,71.654,5369.0839,83946816.91,1000.646058,595387,11.92,1.04,1453
9/14/2016,1473811200,1758,21847315101,1682711707,4709109,14.18,0.0587,3.63E+19,72.546,5550.9528,83979345.66,1005.232768,597288,11.97,0.84,2093
9/15/2016,1473897600,1743,22076869309,1658435104,4709145,14.32,0.0584,3.62E+19,73.116,5538.7187,84011528.47,1004.77788,599089,11.96,0.86,1963
9/16/2016,1473984000,2020,21913132122,2194001365,4709239,14.25,0.0768,4.69E+19,72.645,5504.7355,84043767.53,1059.791909,600976,12.61,0.88,1498
9/17/2016,1474070400,1588,22349371995,1585781668,4708655,14.3,0.0557,3.53E+19,75.421,5705.4374,84075922.53,1078.694086,602847,12.83,0.66,1691
9/18/2016,1474156800,1433,22722051979,1293680440,4707956,15.43,0.0491,2.96E+19,72.224,5038.1328,84105496.44,1042.067101,604530,12.39,1.77,1310
9/19/2016,1474243200,1341,22459974842,1231910250,4700188,13.48,0.0409,2.76E+19,62.901,5155.0804,84139773.31,1087.927269,605538,12.93,1.77,1818
9/20/2016,1474329600,1689,22114596899,1480764928,4700337,14.01,0.0511,3.28E+19,74.758,5747.8625,84172265.81,1239.015753,607992,14.72,3,2688
9/21/2016,1474416000,1598,21875371150,1395904968,4701179,14.25,0.049,3.02E+19,77.929,5918.6443,84204349.56,1155.283676,610986,13.72,2.1,2490
9/22/2016,1474502400,1876,21998293790,2410972590,4288910,15.04,0.1127,6.31E+19,71.323,5443.359,84235955.19,1104.333373,612765,13.11,1.77,2824
9/23/2016,1474588800,1280,36520780497,1357490092,1002439,13.87,0.2174,4.90E+19,72.67,5966.6603,84270235.19,1125.850342,614329,13.36,1.89,3588
9/24/2016,1474675200,1526,33231902597,2289308086,1171866,14.71,0.3263,7.10E+19,74.211,5995.2836,84303560.03,1088.35896,615966,12.91,0.9,2011
9/25/2016,1474761600,1387,38650733832,1747816446,1499421,13.79,0.186,6.71E+19,75.468,6227.8531,84337950.5,1100.610254,618102,13.05,0.92,1739
9/26/2016,1474848000,1545,43188170153,2542248908,1499865,14.79,0.2901,1.16E+20,75.443,5867.8083,84370081.28,1087.530348,619850,12.89,1,2414
9/27/2016,1474934400,1661,35880566234,2632786474,1500023,14.27,0.2899,9.85E+19,71.522,6199.3892,84405365.66,1104.866236,621612,13.09,0.68,2841
9/28/2016,1475020800,1561,31053957466,2175515747,1499957,14.15,0.2375,6.81E+19,81.379,6242.7931,84437769.09,1123.022329,623520,13.3,1.08,2583
9/29/2016,1475107200,1442,30521640536,1396207408,1499913,14.11,0.152,4.13E+19,83.711,6382.9672,84470082.53,1112.470987,626265,13.17,1.06,2935
9/30/2016,1475193600,1437,29817386069,1272668731,1499703,14.37,0.1412,4.03E+19,83.323,6211.6467,84501705.81,1118.802585,628757,13.24,0.74,1915
10/1/2016,1475280000,1810,27851144123,3985836244,1500303,14.96,0.4596,9.14E+19,76.304,6435.5312,84536184.41,1116.722996,630756,13.21,1.56,1485
10/2/2016,1475366400,1687,29274270351,3743242598,1499492,14.04,0.4114,8.75E+19,76.005,6609.1126,84571945.19,1118.886835,633321,13.23,0.84,1556
10/3/2016,1475452800,1719,28921116127,2717406813,1499443,13.85,0.2921,6.59E+19,81.561,6480.4953,84605219.72,1137.940205,635918,13.45,1.64,1836
10/4/2016,1475539200,2192,25719466740,3246134901,1499001,14.13,0.3563,8.54E+19,86.514,6618.6976,84637271.13,1127.368451,660086,13.32,1.48,1996
10/5/2016,1475625600,1802,25204877308,2866971417,1498534,14.69,0.3289,6.42E+19,80.8,6594.0094,84670352.69,1108.334917,662562,13.09,1.34,1738
10/6/2016,1475712000,1938,23383154022,2310816610,1498143,14.44,0.2591,5.03E+19,83.821,6644.5921,84703194.56,1090.130114,665271,12.87,1.34,1940
10/7/2016,1475798400,4119,23148248452,2421130656,1495809,14.4,0.2748,5.36E+19,69.908,6417.1224,84739746.44,1074.499985,667639,12.68,1.5,1830
10/8/2016,1475884800,5429,23382156317,2565205408,1497289,13.73,0.2763,5.64E+19,76.211,6698.4587,84775841.13,1037.656295,670797,12.24,1.52,1573
10/9/2016,1475971200,5683,24293403159,2711943257,1497217,14.17,0.2994,6.00E+19,84.951,6812.7671,84809266.75,1022.799757,673589,12.06,1.3,1403
10/10/2016,1476057600,12725,23808820587,2467479630,1495837,14.16,0.273,5.46E+19,86.427,6857.1214,84842397.69,996.0497489,692580,11.74,1.7,1398
10/11/2016,1476144000,2762,24289033632,1564187991,1495918,14.2,0.1728,3.92E+19,89.686,6937.1736,84874877.22,997.2798073,698427,11.75,1.2,1669
10/12/2016,1476230400,1248,26037096488,1522678013,1496324,14.48,0.1722,4.42E+19,84.156,6700.3711,84907969.88,999.3668054,706700,11.77,1.52,1481
10/13/2016,1476316800,1306,74508549155,1418138280,1495940,13.94,0.1551,1.13E+20,82.198,6965.8669,84942796.13,1021.012409,722341,12.02,1.68,1713
10/14/2016,1476403200,1400,47491822159,1486426699,1222433,14.13,0.2221,7.52E+19,91.991,7226.2037,84975709.88,1011.210948,734697,11.9,2,1833
10/15/2016,1476489600,1236,67021626922,1040206098,500409,14.25,0.3449,6.91E+19,95.454,7301.6059,85007917.06,1016.694688,738149,11.96,1.22,1615
10/16/2016,1476576000,1297,64860315135,990865611,500401,14.2,0.327,6.70E+19,95.168,7491.1701,85040847.38,1014.537309,743253,11.93,1.3,1224
10/17/2016,1476662400,1377,62917625993,1078574284,500238,14.39,0.3618,7.15E+19,92.157,7121.9336,85073225.19,1019.177238,747984,11.98,1.5,1483
10/18/2016,1476748800,1747,56109104953,1704303900,777144,14,0.3988,9.69E+19,92.932,7396.8799,85106545.5,1063.831819,752637,12.5,1.66,2008
10/19/2016,1476835200,1638,26727015004,4085729321,2846462,14.74,0.2465,9.28E+19,92.358,7431.3973,85139695.19,1019.973548,754184,11.98,1.48,1892
10/20/2016,1476921600,1466,28388678071,2271887910,1657755,13.65,0.2083,5.49E+19,92.825,7670.915,85174224.25,1026.349402,755773,12.05,1.3,1537
10/21/2016,1477008000,1724,27327186756,1538319822,1203674,14.11,0.2118,4.20E+19,102.156,7757.4499,85206351.13,1028.440658,757282,12.07,1.18,1251
10/22/2016,1477094400,1357,25568419660,1087705458,1294716,14.24,0.1457,2.77E+19,103.794,7767.7022,85238053.78,1027.970929,759020,12.06,0.7,1205
10/23/2016,1477180800,1292,27189463354,1003447161,1997458,14.38,0.0838,2.64E+19,102.341,7558.2757,85269385.66,1018.969159,760374,11.95,1.38,1050
10/24/2016,1477267200,1791,26738598194,1752086955,1999236,14.15,0.1445,4.86E+19,101.691,7712.7627,85301447.53,1017.646269,762017,11.93,1.06,1345
10/25/2016,1477353600,1675,25467763116,1595508580,1999259,14.26,0.1324,4.32E+19,104.669,7817.4541,85333112.06,971.0908153,765118,11.38,1.44,1437
10/26/2016,1477440000,1550,24766803093,1320784021,1999273,14.13,0.1084,3.53E+19,104.784,7897.5795,85365068.94,981.6982928,767113,11.5,1.24,1657
10/27/2016,1477526400,1518,25335805631,1288784933,1999209,14.29,0.1071,3.33E+19,104.659,7754.9282,85396513.94,976.0821543,768983,11.43,0.82,1561
10/28/2016,1477612800,1472,26393346615,1281666893,1999189,14.49,0.1079,3.59E+19,101.735,7447.6341,85427593,946.5377304,771307,11.08,1.52,1652
10/29/2016,1477699200,1461,26931401011,1103589525,1999048,15.16,0.0974,3.11E+19,85.036,5933.8419,85457222.53,887.9005421,773134,10.39,1.38,1608
10/30/2016,1477785600,1422,25710654068,1149072616,1999102,14.18,0.0949,3.06E+19,76.37,5768.4023,85489183,959.1886333,774956,11.22,1.58,1420
10/31/2016,1477872000,1536,24958279875,1338772706,1999056,14.12,0.1099,3.34E+19,81.664,6170.1936,85521204.25,933.0363384,776809,10.91,1.1,1636
11/1/2016,1477958400,1689,27306724366,1473547479,1999027,14.75,0.1262,4.12E+19,73.351,5264.4502,85551702.69,919.6808039,779107,10.75,1.94,1685
11/2/2016,1478044800,1497,24483859111,1195992854,1998359,14.46,0.1005,2.92E+19,64.719,4743.8178,85582844.72,926.0063799,784101,10.82,1.34,1686
11/3/2016,1478131200,1471,24961749448,1175802179,1998698,14.46,0.0989,2.97E+19,61.515,4528.1677,85614060.66,929.7686987,786089,10.86,1.28,1929
11/4/2016,1478217600,1262,23953353775,909734105,1998811,14.58,0.0771,2.17E+19,57.16,4164.5726,85644984.25,953.2286747,787718,11.13,1.18,1621
11/5/2016,1478304000,1358,24196990421,1010144475,1998836,14.33,0.0843,2.46E+19,53.005,3926.9146,85676408.78,951.8649016,789257,11.11,1.12,1455
11/6/2016,1478390400,1289,24064007293,961866815,1998560,14.17,0.0795,2.33E+19,51.647,3870.5255,85708208.94,940.219052,790947,10.97,1.02,3091
11/7/2016,1478476800,1399,24556000429,1155660767,1998737,13.6,0.0916,2.90E+19,58.599,4601.8022,85741468,934.5820012,792758,10.9,1.42,1377
11/8/2016,1478563200,1476,24358801328,1287625339,1998842,13.97,0.1046,3.15E+19,67.264,5126.5784,85773795.19,931.5034157,794819,10.86,1.38,1496
11/9/2016,1478649600,1484,25674126403,1396745204,1998969,14.49,0.1179,3.50E+19,68.501,5000.396,85804797.53,912.9630457,797293,10.64,1.04,1656
11/10/2016,1478736000,1492,24703835063,1345345017,1998946,14.4,0.1128,3.54E+19,62.532,4596.517,85836008.31,902.9948074,799270,10.52,1.24,1548
11/11/2016,1478822400,1462,28889390493,1309985453,1998527,14.37,0.1094,4.42E+19,60.582,4470.7243,85867347.69,883.5750077,801510,10.29,1.38,2105
11/12/2016,1478908800,1426,25243993965,1173857840,1999114,14.12,0.0965,3.07E+19,60.465,4555.873,85899297.69,855.557005,803333,9.96,1.16,1525
11/13/2016,1478995200,1468,25168748733,1300556775,1998932,13.85,0.1049,3.39E+19,64.651,4937.128,85931721.91,870.4883429,805729,10.13,1.34,1948
11/14/2016,1479081600,1576,24969184273,1454676000,1998511,14.13,0.12,3.83E+19,68.109,5122.3997,85963606.13,859.6360613,807584,10,1.34,2687
11/15/2016,1479168000,1577,24586128040,1415927265,1998874,14.33,0.1183,3.70E+19,69.61,5155.4629,85995043.16,878.8693411,809701,10.22,0.84,3038
11/16/2016,1479254400,1481,24746018974,1307260877,1998890,14.21,0.1082,3.49E+19,67.943,5050.1138,86026624.56,861.1265119,811573,10.01,1.26,2341
11/17/2016,1479340800,1476,24334480804,1193953855,1998694,14.61,0.1018,3.04E+19,66.53,4838.0854,86057433.16,856.2714599,813381,9.95,2,2645
11/18/2016,1479427200,1514,24779293462,1340958763,1997356,13.67,0.1068,3.47E+19,66.438,5193.5489,86090533.94,820.4427884,815431,9.53,0.94,2802
11/19/2016,1479513600,1375,24367796634,1103106990,1996428,13.92,0.0899,2.79E+19,71.949,5480.2832,86122865.03,835.3917908,817002,9.7,1.64,2282
11/20/2016,1479600000,1473,24297865025,1263031869,1997325,13.87,0.1023,3.26E+19,78.335,5987.5706,86155325.19,824.506462,818672,9.57,0.9,1957
11/21/2016,1479686400,1537,24827550548,1349827967,1997295,14.12,0.1113,3.53E+19,84.45,6324.9229,86187136.75,823.9490273,820838,9.56,1.36,4974
11/22/2016,1479772800,1708,23329377849,1568306298,1997825,14.47,0.1326,3.81E+19,81.078,5955.0846,86218314.25,848.3882122,822445,9.84,1.88,3026
11/23/2016,1479859200,1950,24571404785,3254628695,2034874,14.5,0.2713,8.22E+19,75.589,5908.0341,86250939.88,843.534192,824109,9.78,1.9,2440
11/24/2016,1479945600,1424,27981297065,2211281024,3224321,14.44,0.1196,5.89E+19,68.111,5287.2911,86283337.53,795.532372,825754,9.22,1.46,3073
11/25/2016,1480032000,1767,24440853301,2334154461,3299571,14.13,0.1682,5.98E+19,65.987,5301.8374,86316772.38,810.5144926,846275,9.39,1.36,2533
11/26/2016,1480118400,1501,24641800522,2821246160,3299530,14.56,0.1498,7.26E+19,69.017,5364.8074,86349268.31,806.502166,849441,9.34,1.38,2231
11/27/2016,1480204800,1703,25256371561,4447039191,3299028,14.53,0.2307,1.15E+20,65.524,5348.1061,86382979.41,769.6723465,852266,8.91,1.58,6856
11/28/2016,1480291200,1731,25726139305,4699460436,3299394,14.3,0.2357,1.22E+20,67.65,5544.287,86416919.25,749.2346899,853978,8.67,1.62,4254
11/29/2016,1480377600,1692,25163119754,3918288751,3299547,14.43,0.1983,1.02E+20,69.01,5456.127,86449890.34,707.160103,855743,8.18,1.24,3263
11/30/2016,1480464000,2209,23375317675,1448305639,3293862,14.26,0.0725,3.53E+19,69.284,5209.9548,86481730.34,742.8780637,857601,8.59,1.44,3429
12/1/2016,1480550400,1407,22785340768,1179561410,3292451,14.27,0.0592,2.72E+19,70.31,5268.3704,86513478.63,730.1737596,859257,8.44,0.78,3644
12/2/2016,1480636800,1462,23095222285,1219699612,3291199,14.22,0.0642,2.81E+19,71.265,5341.6121,86545275.03,662.071354,862502,7.65,1.46,3164
12/3/2016,1480723200,1404,22832490174,1114755125,3290780,14,0.0655,2.59E+19,74.253,5614.5189,86577391.44,683.9613924,868899,7.9,1.04,2247
12/4/2016,1480809600,1403,22644586389,1131598024,3291411,14.4,0.0683,2.63E+19,75.672,5551.9253,86608563.94,653.0285721,874459,7.54,0.98,1852
12/5/2016,1480896000,1491,23613848731,1245472147,3926785,14.34,0.0642,3.13E+19,73.601,5409.3217,86639798.63,579.6202528,881172,6.69,2,2076
12/6/2016,1480982400,1615,23636815655,1416816699,3997425,14.09,0.0608,3.47E+19,71.207,5367.7479,86671774.25,659.572202,883754,7.61,1.62,3178
12/7/2016,1481068800,1523,23374892164,1404643653,4001886,14.17,0.0578,3.50E+19,73.643,5496.8057,86703484.88,723.9740987,885642,8.35,1.16,3804
12/8/2016,1481155200,1416,9.40E+11,1238511280,4006060,14.03,0.0505,7.92E+20,76.369,5783.3873,86735578.94,719.9053052,887335,8.3,1.16,2433
12/9/2016,1481241600,1502,22949471336,1332538357,4005990,14.22,0.055,3.14E+19,79.28,5914.8346,86767239.56,739.2568811,889144,8.52,1,2236
12/10/2016,1481328000,1428,22755035263,1210059849,4005120,14.16,0.0539,2.90E+19,80.985,6040.1544,86798915.97,702.2032302,892527,8.09,0.76,2034
12/11/2016,1481414400,1681,23102362744,1630402551,4005638,14.11,0.0744,3.68E+19,82.938,6204.02,86830698,712.0117236,895206,8.2,0.98,2187
12/12/2016,1481500800,1477,23597952573,1262373967,4012790,14.35,0.0535,3.12E+19,80.878,5975.0517,86862037.38,733.9842158,896938,8.45,0.42,1959
12/13/2016,1481587200,1538,22648901910,1328681874,4008647,14.17,0.0546,3.10E+19,82.224,6168.728,86893847.38,729.908318,898535,8.4,1.2,2874
12/14/2016,1481673600,1835,22618352558,1460654618,4010315,14.14,0.0753,3.49E+19,81.678,6132.4685,86925697.84,715.3984933,901773,8.23,0.82,2608
12/15/2016,1481760000,1582,23094151934,1390060373,4009752,14.33,0.0776,3.44E+19,82.534,6097.3583,86957065.66,674.7868295,905539,7.76,1.02,2306
12/16/2016,1481846400,1506,22992393242,1291609871,4010738,14.15,0.0574,3.06E+19,84.138,6290.8766,86988822.06,682.8622532,907424,7.85,0.64,1920
12/17/2016,1481932800,1418,23595023607,1235492184,4007103,14.07,0.0618,3.28E+19,84.534,6370.3847,87020784.41,666.5792086,910520,7.66,0.48,1919
12/18/2016,1482019200,1345,23992718388,1106211073,4004408,14.13,0.0577,2.77E+19,87.76,6594.1816,87052676.91,686.8456208,912585,7.89,0.48,1898
12/19/2016,1482105600,1616,23123514564,1495809320,4004278,14.27,0.0646,3.65E+19,88.902,6588.4056,87084147.38,662.7103615,914696,7.61,0.68,2955
12/20/2016,1482192000,1536,24119840003,1527558481,4008755,14.19,0.0628,4.39E+19,90.508,6748.3212,87115816.28,661.2090456,917034,7.59,0.7,2904
12/21/2016,1482278400,1769,23592292635,1796300581,4006388,14.19,0.0739,5.47E+19,90.111,6696.8063,87147409.25,685.8501108,918936,7.87,1.02,2514
12/22/2016,1482364800,1762,20481256826,1695203949,4005071,14.42,0.0746,3.88E+19,88.552,6475.333,87178483.31,666.0436125,927709,7.64,0.8,2557
12/23/2016,1482451200,1522,21893017280,1339317925,4005530,14.43,0.0562,2.97E+19,82.166,6022.6423,87209600.66,624.4207407,931859,7.16,1.16,2213
12/24/2016,1482537600,1361,22905581735,1110435549,4005314,14.33,0.0496,2.58E+19,76.928,5671.6635,87240927.53,630.7519061,933627,7.23,1.24,2168
12/25/2016,1482624000,1317,22736759512,1044011922,4005173,14.07,0.0425,2.42E+19,78.75,5939.9539,87272935.97,627.4924096,934939,7.19,0.66,2092
12/26/2016,1482710400,1294,22814139095,1001482192,4004528,14.18,0.0412,2.31E+19,82.528,6147.6001,87304580.66,629.4660265,936356,7.21,0.64,2460
12/27/2016,1482796800,1558,23152519818,1432239709,4002387,14.38,0.0597,3.64E+19,80.947,5943.6228,87335807.22,624.4510216,938065,7.15,0.86,2280
12/28/2016,1482883200,1531,22822250696,1356040583,4003240,14.19,0.0559,3.16E+19,79.482,5906.9011,87367378.63,661.3710562,940084,7.57,1.44,2142
12/29/2016,1482969600,1678,23046273651,1632342826,4002971,14.12,0.067,4.07E+19,78.498,5885.5378,87399197.38,717.5474104,942696,8.21,1.62,2424
12/30/2016,1483056000,1623,22836679784,1553149651,4003148,14.17,0.0641,4.48E+19,78.996,5892.7281,87430878.94,713.4359721,945119,8.16,1.04,2272
12/31/2016,1483142400,1544,22450276633,1267201745,4005641,14.34,0.0576,2.86E+19,81.073,5957.5536,87462107.06,704.0699619,948080,8.05,1.08,2161
1/1/2017,1483228800,1390,22502464773,1122085141,4004494,14.09,0.0471,2.53E+19,79.895,5962.5576,87493855.34,712.1999825,949686,8.14,1.48,1791
1/2/2017,1483315200,1458,22989772352,1200378294,4005192,14.21,0.051,2.81E+19,80.591,5979.936,87525386.13,729.9617203,951934,8.34,2.04,1751
1/3/2017,1483401600,1627,23220439902,1725017707,4004606,14.28,0.0713,4.02E+19,80.545,5984.9265,87556909.41,840.5463303,954595,9.6,3.2,2639
1/4/2017,1483488000,1717,23038159919,1722856381,4004246,13.99,0.0701,3.95E+19,87.318,6603.4409,87589008.94,952.9684172,958122,10.88,3.44,3452
1/5/2017,1483574400,1676,22939235415,1531231916,4004576,14.1,0.063,3.49E+19,90.096,6748.8433,87620825.97,893.7324249,961441,10.2,4,2896
1/6/2017,1483660800,1593,23009819425,1346979886,4005286,14.32,0.0592,3.13E+19,91.837,6783.5835,87652185.5,882.657508,964753,10.07,2.28,2283
1/7/2017,1483747200,1570,22843513981,1339394826,4004812,14.09,0.0575,3.02E+19,93.445,7025.7055,87684080.5,858.4271481,967383,9.79,2.24,1653
1/8/2017,1483833600,1557,22998988736,1452349378,4005788,14.13,0.0597,3.30E+19,94.534,7052.8143,87715764.88,900.8409053,969583,10.27,0.78,1734
1/9/2017,1483920000,1595,23091635207,1557850735,4006987,14.16,0.0639,3.59E+19,97.382,7281.103,87747515.19,895.0246549,972005,10.2,0.92,1968
1/10/2017,1484006400,1686,22532703925,1666781505,4003798,14.27,0.069,3.87E+19,98.722,7283.0151,87778864.56,926.0670211,974323,10.55,0.74,1847
1/11/2017,1484092800,1591,22676639926,1526928420,4004492,14.24,0.0631,3.46E+19,99.096,7356.4905,87810387.53,863.1761094,976598,9.83,0.68,1661
1/12/2017,1484179200,1697,23040753981,1613483109,4007178,14.21,0.0689,3.71E+19,99.976,7432.253,87841944.25,861.7294731,980228,9.81,0.84,1611
1/13/2017,1484265600,1729,22119879499,1614122156,4007972,14.1,0.0694,3.58E+19,101.356,7568.8324,87873674.56,859.4045372,983851,9.78,0.82,1739
1/14/2017,1484352000,1499,22409886093,1276527305,4005799,14.18,0.055,2.87E+19,102.517,7587.9426,87905152.69,859.7123933,987294,9.78,0.8,1446
1/15/2017,1484438400,1498,22419878847,1333535915,4005652,14.14,0.0549,3.00E+19,103.641,7741.9086,87936854.72,868.8161246,989724,9.88,0.78,1820
1/16/2017,1484524800,1575,22395773525,1447294287,4006416,14.22,0.0597,3.25E+19,104.134,7735.3142,87968395.03,843.6169083,992133,9.59,0.7,1817
1/17/2017,1484611200,1642,22742343222,1742542655,4005926,14.36,0.0725,3.94E+19,103.817,7657.6882,87999691.13,892.316868,994840,10.14,0.76,1821
1/18/2017,1484697600,1583,22420105832,1514489339,4006634,14.18,0.0623,3.40E+19,102.053,7592.5237,88031299.09,897.0389378,997440,10.19,0.7,2604
1/19/2017,1484784000,1552,22228644380,1417244289,4006932,14,0.0576,3.13E+19,107.184,8114.4421,88063420.19,918.5014726,999958,10.43,1.02,1887
1/20/2017,1484870400,1609,22369863556,1515455427,4005670,14.41,0.0649,3.36E+19,106.857,7838.6452,88094541.28,933.8021376,1003081,10.6,0.58,1648
1/21/2017,1484956800,1504,22405633901,1388291037,4006350,14.27,0.0573,3.07E+19,108.358,8044.0736,88126065.03,961.4553695,1005461,10.91,0.82,1416
1/22/2017,1485043200,1616,22118050371,1643236317,4008101,14.18,0.0676,3.58E+19,108.811,8083.9775,88157642.84,944.1683549,1008099,10.71,0.72,1596
1/23/2017,1485129600,1612,22267116021,1597491636,4007046,14.22,0.0667,3.50E+19,111.109,8232.8818,88189141.28,950.678943,1010801,10.78,0.76,1924
1/24/2017,1485216000,1754,22081334070,1886697084,4006384,14.23,0.078,4.12E+19,109.885,8124.3364,88220561.75,927.198104,1013213,10.51,0.86,1831
1/25/2017,1485302400,1644,22329866070,1674958906,4005629,14.31,0.0697,3.78E+19,110.021,8145.8979,88251985.34,927.528366,1015638,10.51,1.18,1851
1/26/2017,1485388800,1673,22478987111,1623030263,4005536,14.14,0.0681,3.65E+19,111.654,8367.5758,88283770.03,940.2221508,1018788,10.65,0.64,1771
1/27/2017,1485475200,1658,22449741445,1559585360,4004172,14.36,0.0652,3.53E+19,112.707,8244.2883,88314884.88,928.18944,1021176,10.51,0.56,1834
1/28/2017,1485561600,1628,22219721089,1513588184,4004703,14.21,0.0636,3.33E+19,111.597,8279.3794,88346412.84,931.1711914,1023857,10.54,0.62,1470
1/29/2017,1485648000,1523,22393586898,1368433239,4004799,14.43,0.0576,3.06E+19,110.677,8111.2062,88377545.97,925.3129063,1025985,10.47,0.64,1466
1/30/2017,1485734400,1579,22234080218,1490998292,4004426,14.1,0.0624,3.28E+19,110.965,8348.0885,88409461.28,938.9084788,1028616,10.62,0.84,1479
1/31/2017,1485820800,1539,23010693003,1406776443,4005092,14.29,0.0584,3.20E+19,112.737,8339.12,88440875.19,947.2017733,1030377,10.71,0.78,1472
2/1/2017,1485907200,1607,22534983936,1723454015,4004053,14.32,0.0718,3.81E+19,111.557,8226.0029,88472207.38,947.537341,1032363,10.71,0.34,1673
2/2/2017,1485993600,1578,22623466807,1558834935,4003996,14.2,0.0646,3.55E+19,113.89,8407.2648,88503622.22,954.0690475,1034339,10.78,0.4,3207
2/3/2017,1486080000,1568,22508635957,1519386885,4005129,14.38,0.0633,3.41E+19,112.321,8271.9789,88534895.5,969.4571057,1036149,10.95,0.5,2049
2/4/2017,1486166400,1560,22623314914,1441528397,4005458,14.12,0.0598,3.30E+19,112.665,8427.7058,88566656.28,1002.574549,1038366,11.32,0.46,1494
2/5/2017,1486252800,1614,22331019732,1567592675,4004770,14.16,0.0644,3.48E+19,118.163,8773.2937,88598257.84,994.072453,1040151,11.22,0.2,1482
2/6/2017,1486339200,1606,22488425969,1599155373,4006549,14.21,0.066,3.59E+19,119.234,8877.6557,88629881.44,1003.290258,1041868,11.32,0.52,1659
2/7/2017,1486425600,1827,22381838948,1983099544,4006191,14.34,0.0825,4.61E+19,119.408,8865.7805,88661372.84,1015.172719,1044080,11.45,0.42,1910
2/8/2017,1486512000,1764,22770223820,1831684518,4007044,14.18,0.0754,4.37E+19,120.24,8981.8497,88693080.81,1010.21419,1046627,11.39,0.28,1987
2/9/2017,1486598400,1630,22865377988,1730081198,4006817,14.25,0.0716,4.07E+19,121.113,8947.4759,88724508,970.6461175,1048537,10.94,0.4,1837
2/10/2017,1486684800,1735,22403621823,2034959642,4006488,14.23,0.0841,4.62E+19,124.421,9217.8017,88756004.41,1006.49309,1050601,11.34,0.32,2241
2/11/2017,1486771200,1594,22195555854,1761766435,4006035,14.22,0.0735,3.85E+19,124.729,9275.2906,88787594.25,1014.842202,1052536,11.43,0.36,1893
2/12/2017,1486857600,1571,22626108892,1715520962,4006386,14.21,0.0723,4.03E+19,126.46,9392.2664,88819163.94,1014.314852,1055170,11.42,0.42,1637
2/13/2017,1486944000,1823,23210412106,2340786140,4007567,14.19,0.0962,6.15E+19,127.523,9522.8756,88850898,1012.011728,1057373,11.39,0.66,1735
2/14/2017,1487030400,1914,22818886821,2194959803,4006644,14.29,0.0909,4.98E+19,129.976,9629.3742,88882368.94,1155.470796,1060192,13,1.29,2320
2/15/2017,1487116800,1818,31915437681,2349687466,4008972,14.14,0.0962,9.05E+19,129.591,9674.344,88914090.34,1153.215752,1062971,12.97,0.81,3673
2/16/2017,1487203200,1661,22602328224,1745086369,4009688,14.22,0.0719,3.92E+19,129.994,9633.6869,88945630.19,1151.845911,1065094,12.95,0.66,18078
2/17/2017,1487289600,1661,22533195533,1731885385,4006606,14.33,0.0719,3.88E+19,133.278,9813.818,88976958,1131.786906,1067195,12.72,0.87,4287
2/18/2017,1487376000,1773,23057941420,1867779741,4006562,14.34,0.0777,4.47E+19,135.014,9910.4307,89008169.72,1141.974817,1070152,12.83,0.78,3759
2/19/2017,1487462400,1635,22391656238,1612661135,4006797,14.31,0.0669,3.63E+19,137.219,10076.9868,89039436.91,1141.485581,1072189,12.82,0.69,2984
2/20/2017,1487548800,1696,22466228953,1804435972,4006821,14.31,0.0749,4.10E+19,137.087,10118.1204,89070824.72,1115.166725,1074669,12.52,0.48,3469
2/21/2017,1487635200,1989,22569187220,2378366614,4007765,14.2,0.0981,5.49E+19,140.244,10342.9777,89102241.59,1137.835625,1077693,12.77,0.78,3470
2/22/2017,1487721600,1790,22844411723,2167016939,4009128,14.43,0.0906,5.10E+19,140.528,10225.688,89133228.94,1131.100675,1080026,12.69,0.63,2934
2/23/2017,1487808000,1667,22741575515,1835447879,4009303,14.29,0.0761,4.34E+19,139.771,10249.8892,89164458.47,1170.72934,1082340,13.13,0.87,2862
2/24/2017,1487894400,1778,22755690878,1810426719,4010814,14.34,0.0751,4.13E+19,140.244,10300.807,89195722.06,1169.355916,1085027,13.11,0.99,3159
2/25/2017,1487980800,1761,22580332911,2017627760,4009354,14.28,0.0833,4.47E+19,142.922,10613.2667,89227275.97,1210.814135,1087362,13.57,1.02,2565
2/26/2017,1488067200,1713,22771424431,1704657840,4012114,14.12,0.0698,3.94E+19,147.403,11038.1733,89259096.13,1302.290212,1089873,14.59,2.96,2853
2/27/2017,1488153600,1819,23193818563,1932296583,4022567,14.37,0.0802,4.50E+19,150.763,11078.6475,89290342.53,1388.464826,1093061,15.55,2.88,3660
